hotel_names,star_rating,distance_from_center,swimmingpool,breakfast,breakfast_and_dinner,free_cancellation,address,Air conditioning,Heating,WiFi is available in all areas and is free of charge.,City view,Wardrobe or closet,Soundproofing,TV,Coffee machine,Private bathroom,Lift,Safety deposit box,Pets are allowed. Charges may be applicable.,24-hour front desk,Bar,Room service,Fitness centre,Spa lounge/relaxation area,Electric kettle,Minibar,Tea/Coffee maker,Restaurant,Parking garage,Airport shuttle,Non-smoking rooms,24-hour security,Towels,Facilities for disabled guests,Hairdryer,Iron,Electric vehicle charging station,city
Hôtel Derby Eiffel,3,3200,0,1,0,1,"5 Avenue Duquesne, 7th arr., 75007 Paris, France",1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1
Hôtel Le Marianne,4,3700,0,1,0,1,"11 rue Paul Baudry, 8th arr., 75008 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1
Hôtel Le Milie Rose,4,1900,0,1,0,1,"22 rue des petites écuries, 10th arr., 75010 Paris, France",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1
Pullman Paris Centre - Bercy,4,3900,1,1,1,1,"1 Rue De Libourne, 12th arr., 75012 Paris, France",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
9Hotel Republique,4,1700,0,1,0,1,"7-9 Rue Pierre Chausson, 10th arr., 75010 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1
Pullman Paris Montparnasse,4,3100,0,1,0,1,"19, Rue du Commandant René Mouchotte, 14th arr., 75014 Paris, France",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1
Hotel Elysa-Luxembourg,3,1400,0,1,0,1,"6 Rue Gay Lussac, 5th arr., 75005 Paris, France",1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
Elysées Ceramic,3,4500,0,1,0,1,"34, Avenue de Wagram, 8th arr., 75008 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1
Timhotel Paris Gare de Lyon,3,1800,0,1,0,1,"3 rue d'Austerlitz, 12th arr., 75012 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1
Hôtel Le Fabe,3,3700,0,1,0,1,"113 Bis, Rue De L'ouest, 14th arr., 75014 Paris, France",1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1
Hôtel des Champs-Elysées,4,3600,0,1,0,1,"2 Rue d'Artois, 8th arr., 75008 Paris, France",1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
Snob Hotel by Elegancia,4,600,0,1,0,1,"86 Rue Saint Denis, 1st arr., 75001 Paris, France",1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
M Social Hotel Paris Opera,4,2000,0,1,0,1,"12 Boulevard Haussmann, 9th arr., 75009 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1
Moulin Vert,3,3600,0,0,0,1,"74, Rue Du Moulin Vert, 14th arr., 75014 Paris, France",1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Palym,3,2000,0,1,0,1,"4 Rue Emile Gilbert, 12th arr., 75012 Paris, France",1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1
Hôtel le Clos de Notre Dame,3,700,0,0,0,1,"22 rue de l'Hirondelle, 6th arr., 75006 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1
Hotel Paradiso,4,3200,0,0,0,1,"135 Boulevard Diderot, 12th arr., 75012 Paris, France",1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1
Hôtel des Grands Hommes,3,1300,0,1,0,1,"17, place du Panthéon, 5th arr., 75005 Paris, France",1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1
Hôtel Pavillon Bastille,3,1500,0,0,0,1,"65, rue de Lyon, 12th arr., 75012 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1
Source Hôtel,3,4700,0,1,0,1,"135 Avenue De Saint-Ouen, 17th arr., 75017 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
Hotel Elysée Secret,4,3300,0,0,0,1,"5 rue de Ponthieu, 8th arr., 75008 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Hotel Beaugrenelle Tour Eiffel,3,4500,0,0,0,1,"19, Rue Viala, 15th arr., 75015 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Hotel Pierre Nicole,2,2100,0,0,0,1,"39 rue Pierre Nicole, 5th arr., 75005 Paris, France",0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Le Meurice – Dorchester Collection,5,2000,0,1,0,1,"228, Rue De Rivoli, 1st arr., 75001 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1
ibis Daumesnil Porte Doree,3,4600,0,1,0,1,"111 boulevard Poniatowski, 12th arr., 75012 Paris, France",1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1
Le Relais Madeleine,4,2400,0,1,0,1,"11bis Rue Godot de Mauroy, 9th arr., 75009 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1
Sofitel Paris Le Faubourg,5,2500,0,1,0,1,"15 Rue Boissy d'Anglas, 8th arr., 75008 Paris, France",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1
Camelia Prestige - Place de la Nation,2,3300,0,0,0,1,"6, Avenue Philippe Auguste, 11th arr., 75011 Paris, France",0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Hôtel LOCOMO,3,1900,0,1,0,1,"6 Bis Rue De Lyon, 12th arr., 75012 Paris, France",1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1
Hôtel Du Midi Paris Montparnasse,3,3000,0,1,0,1,"4 Avenue René Coty, 14th arr., 75014 Paris, France",1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1
Le Bristol Paris - an Oetker Collection Hotel,5,3200,1,1,0,1,"112 rue du Faubourg Saint Honoré, 8th arr., 75008 Paris, France",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1
Brach Paris,5,5600,1,0,0,1,"1-7 Rue Jean Richepin, 16th arr., 75116 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1
Montparnasse Alésia,3,3700,0,1,0,1,"147 ter, rue d'Alésia, 14th arr., 75014 Paris, France",1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1
Le Général Hôtel,4,1500,0,1,0,1,"5-7 rue Rampon, 11th arr., 75011 Paris, France",1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
Hôtel de Bellevue Paris Gare du Nord,3,3500,0,1,0,1,"67 Rue Philippe De Girard, 18th arr., 75018 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1
Magda Champs Elysées,3,4600,0,1,0,1,"7 Rue Troyon, 17th arr., 75017 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1
Castex Hotel,3,1200,0,1,0,1,"5, Rue Castex, 4th arr., 75004 Paris, France",1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
Babel Belleville,0,2600,0,1,0,1,"3 Rue Lemon, 20th arr., 75020 Paris, France",1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1
Hôtel Eiffel Rive Gauche,3,3600,0,0,0,1,"6 Rue Du Gros Caillou, 7th arr., 75007 Paris, France",1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1
Timhotel Opera Madeleine,3,2800,0,1,0,1,"113 rue Saint Lazare, 8th arr., 75008 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1
Hotel de Saint-Germain,2,1600,0,1,0,1,"50 rue du Four, 6th arr., 75006 Paris, France",1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
La Villa des Ternes,4,5500,0,1,0,1,"97 avenue des Ternes, 17th arr., 75017 Paris, France",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1
Prince Albert Montmartre,3,4200,0,1,0,1,"116 Rue Ordener, 18th arr., 75018 Paris, France",0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1
Hôtel Alfred Sommier,5,2600,0,1,0,1,"20 Rue de l'Arcade, 8th arr., 75008 Paris, France",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1
Le 20 Prieuré Hôtel,3,1600,0,1,0,1,"20 Rue Du Grand Prieure, 11th arr., 75011 Paris, France",1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1
Golden Tulip Washington Opera,4,1500,0,1,0,1,"50, rue de Richelieu, 1st arr., 75001 Paris, France",1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Hotel Sleeping Belle,4,1700,0,1,0,1,"234 rue de Bercy, 12th arr., 75012 Paris, France",1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
Mercure Tour Eiffel Grenelle,4,4400,0,1,0,1,"64, Boulevard de Grenelle, 15th arr., 75015 Paris, France",1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1
Hôtel de Lille,4,1600,0,1,0,1,"40 rue de Lille, 7th arr., 75007 Paris, France",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1
Acacias Etoile,3,5000,0,1,0,1,"11 rue des Acacias, 17th arr., 75017 Paris, France",1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1
Villa Beaumarchais,4,1200,0,1,0,1,"5 rue des Arquebusiers, 3rd arr., 75003 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1
Hôtel Gaillon Opera,3,1800,0,0,0,1,"9 rue Gaillon, 2nd arr., 75002 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1
Hôtel Regent's Garden - Astotel,4,5100,0,1,0,1,"6, Rue Pierre Demours, 17th arr., 75017 Paris, France",1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Arioso,4,3200,0,0,0,1,"7 rue d'Argenson, 8th arr., 75008 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1
Libertel Canal Saint Martin,3,3200,0,0,0,1,"5 Avenue Secretan, 19th arr., 75019 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1
"The Originals Boutique, Hôtel Maison Montmartre, Paris",4,5000,0,1,0,1,"32 Avenue de la Porte de Montmartre, 18th arr., 75018 Paris, France",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1
123paris city,0,1000,0,0,0,1,"11 Rue Portefoin, 3rd arr., 75003 Paris, France",0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1
Hôtel Eugénie,3,800,0,0,0,1,"31 Rue Saint-André-Des-Arts, 6th arr., 75006 Paris, France",1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
Majestic Hotel Spa - Champs Elysées,5,4500,1,0,0,1,"30, Rue La Pérouse, 16th arr., 75016 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1
Melia Paris Champs Elysées,4,5200,0,0,0,1,"102 Avenue Victor Hugo, 16th arr., 75016 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1
Hotel Aida Marais,3,1600,0,0,0,1,"19 rue du Château d'Eau, 10th arr., 75010 Paris, France",1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
Hôtel Pastel Paris,3,4700,0,1,0,1,"79 Rue Lauriston, 16th arr., 75016 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1
"The Originals City, Hôtel Lecourbe, Paris Tour Eiffel (Inter-Hotel)",3,3400,0,0,0,1,"28, Rue Lecourbe, 15th arr., 75015 Paris, France",0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1
Hotel Monterosa - Astotel,3,2800,0,1,0,1,"30, rue la Bruyère, 9th arr., 75009 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1
Hôtel Lucien & Marinette,3,2200,0,1,0,1,"11 rue de Chabrol, 10th arr., 75010 Paris, France",1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
Hôtel du Triangle d'Or,3,2400,0,1,0,1,"6 Rue Godot De Mauroy, 9th arr., 75009 Paris, France",1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1
Hotel West-End,4,3700,0,0,0,1,"7 rue Clément Marot, 8th arr., 75008 Paris, France",1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1
ATN Hôtel,3,2900,0,1,0,1,"21, rue d'Athènes, 9th arr., 75009 Paris, France",1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
ibis Styles Paris Cadet Lafayette,3,2400,0,1,0,1,"11 Bis rue Pierre Semard, 9th arr., 75009 Paris, France",1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1
Le Temple De Jeanne,0,700,0,1,0,1,"125 Rue Saint-Antoine, 4th arr., 75004 Paris, France",1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1
Mercure Paris Montmartre Sacré Coeur,4,3500,0,1,0,1,"3 Rue Caulaincourt, 18th arr., 75018 Paris, France",1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1
ibis Styles Paris République,3,1700,0,1,0,1,"9 Rue Leon Jouhaux, 10th arr., 75010 Paris, France",1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Hotel Concortel,3,2700,0,0,0,1,"21 Rue Pasquier, 8th arr., 75008 Paris, France",1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Timhotel Tour Montparnasse,3,2700,0,1,0,1,"11 Bis Rue De La Gaîté, 14th arr., 75014 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1
Beaugrenelle St-Charles Tour Eiffel,3,4900,0,0,0,1,"82, Rue Saint-Charles, 15th arr., 75015 Paris, France",1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Hôtel Crayon by Elegancia,3,1100,0,1,0,1,"25 Rue du Bouloi, 1st arr., 75001 Paris, France",1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
ibis Paris Gare du Nord Château Landon 10ème,3,2800,0,1,0,1,"197-199, rue Lafayette, 10th arr., 75010 Paris, France",1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1
Hotel & Spa Saint-Jacques,4,900,0,1,0,0,"35, Rue Des Ecoles, 5th arr., 75005 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1
Hotel Peyris Opera,3,1900,0,0,0,1,"10 Rue Du Conservatoire, 9th arr., 75009 Paris, France",1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Hôtel Des Marronniers,3,1200,0,1,0,1,"21 Rue Jacob, 6th arr., 75006 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1
Hôtel Alane,3,2100,0,1,0,1,"72, Boulevard Magenta, 10th arr., 75010 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1
"Prince de Galles, a Luxury Collection hotel, Paris",5,4000,0,1,0,1,"33, avenue George V, 8th arr., 75008 Paris, France",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1
Hôtel Edgar Quinet,2,2600,0,0,0,1,"17 boulevard Edgar Quinet, 14th arr., 75014 Paris, France",0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Hôtel Bleu de Grenelle,4,4000,0,1,0,1,"140, Boulevard De Grenelle, 15th arr., 75015 Paris, France",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1
Hotel Eiffel Segur,3,3600,0,0,0,1,"34 Boulevard Garibaldi, 15th arr., 75015 Paris, France",1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1
Citadines Place d'Italie Paris,3,2900,0,0,0,1,"18, Place d'Italie, 13th arr., 75013 Paris, France",1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Suites & Hôtel Helzear Etoile,4,4100,0,0,0,1,"12 Rue Christophe Colomb, 8th arr., 75008 Paris, France",1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1
Drawing Hotel,4,1400,0,1,0,1,"17 rue de Richelieu, 1st arr., 75001 Paris, France",1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1
"Maison Astor Paris, Curio Collection by Hilton",4,3000,0,1,0,1,"11 Rue d'Astorg, 8th arr., 75008 Paris, France",1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1
George Sand,3,2500,0,0,0,1,"26 rue des Mathurins, 9th arr., 75009 Paris, France",1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1
Hotel des Pyrénées,0,3200,0,0,0,0,"399 bis, rue des Pyrénées, 20th arr., 75020 Paris, France",0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
Hotel De Suede Saint Germain,3,2400,0,1,0,1,"31 Rue Vaneau, 7th arr., 75007 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1
Mercure Paris Gare du Nord,3,2700,0,1,0,1,"175 Rue La Fayette, 10th arr., 75010 Paris, France",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1
La Villa Haussmann,4,3300,1,1,0,1,"132 Boulevard Haussmann, 8th arr., 75008 Paris, France",1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1
Hôtel de France Gare de Lyon Bastille,3,1800,0,1,0,1,"12 rue de Lyon, 12th arr., 75012 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1
Jardins de Mademoiselle Hôtel & Spa,4,4400,1,1,0,1,"15 rue mademoiselle, 15th arr., 75015 Paris, France",1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1
Sofitel Paris Arc De Triomphe,5,4200,0,1,0,1,"14 Rue Beaujon, 8th arr., 75008 Paris, France",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1
"Holiday Inn Paris-Auteuil, an IHG Hotel",3,7100,0,1,0,1,"21, Rue Gudin, 16th arr., 75016 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1
Hôtel International Paris,3,2000,0,1,0,1,"6 Rue Auguste Barbier, 11th arr., 75011 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1
Les Jardins du Faubourg Hotel & Spa by Shiseido,5,2800,1,0,0,1,"9 Rue d'Aguesseau, 8th arr., 75008 Paris, France",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Hotel Cambon,4,2200,0,1,0,1,"3 Rue Cambon, 1st arr., 75001 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1
J.K. Place Paris,5,2200,1,1,0,1,"82 Rue de Lille, 7th arr., 75007 Paris, France",1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1
Hotel Paris Italie,3,3000,0,0,0,1,"205 Avenue De Choisy, 13th arr., 75013 Paris, France",1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1
Aéro,3,5400,0,0,0,1,"3 Place de Passy, 16th arr., 75016 Paris, France",1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
Hôtel Paris Nord,2,2700,0,0,0,1,"4, rue de Dunkerque, 10th arr., 75010 Paris, France",0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
France Louvre,3,350,0,1,0,1,"40 Rue De Rivoli, 4th arr., 75004 Paris, France",0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1
Hotel Bridget,3,3500,0,0,0,1,"258 Rue des Pyrénées, 20th arr., 75020 Paris, France",1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1
Hotel Archetype Etoile,3,5000,0,1,0,1,"6 rue des Acacias, 17th arr., 75017 Paris, France",1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1
Hôtel De La Porte Dorée,3,4600,0,1,0,1,"273 Avenue Daumesnil, 12th arr., 75012 Paris, France",1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1
Hôtel Du Prince Eugène,3,3100,0,1,0,1,"247 Bd Voltaire, 11th arr., 75011 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1
Villa des Ambassadeurs,3,4600,0,1,0,1,"6 Rue du Bouquet de Longchamp, 16th arr., 75016 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1
Mercure Paris Opera Louvre,4,1800,0,1,0,1,"95 Rue de Richelieu, 2nd arr., 75002 Paris, France",1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1
Maison Barbès,4,3100,0,1,0,1,"4 Rue Bervic, 18th arr., 75018 Paris, France",1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1
Hôtel Monsieur Aristide,4,3400,0,1,0,1,"3 Rue Aristide Bruant, 18th arr., 75018 Paris, France",1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1
Hôtel Les Dames du Panthéon,4,1300,0,1,0,1,"19 place du Panthéon, 5th arr., 75005 Paris, France",1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1
